0	3811
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	6
39	7
40	330
41	413
42	472
43	504
44	576
45	661
46	704
47	708
48	827
49	858
50	867
51	882
52	890
53	1008
54	951
55	993
56	1026
57	1036
58	996
59	1071
60	1015
61	1017
62	983
63	1037
64	1065
65	1046
66	1019
67	1026
68	1069
69	1011
70	1029
71	1032
72	1044
73	1033
74	1082
75	1086
76	1012
77	1026
78	1038
79	1075
80	1065
81	1053
82	1090
83	1090
84	1015
85	1032
86	1099
87	1034
88	1047
89	1031
90	1076
91	1079
92	1015
93	1105
94	1138
95	1050
96	1069
97	1075
98	1100
99	1099
100	1108
101	1058
102	1027
103	1097
104	1031
105	1041
106	1101
107	1125
108	1106
109	1105
110	1021
111	1082
112	1047
113	1131
114	1081
115	1114
116	1062
117	1083
118	1087
119	1083
120	990
121	1012
122	977
123	1058
124	970
125	912
126	929
127	852
128	865
129	848
130	814
131	713
132	702
133	640
134	597
135	480
136	443
137	372
138	342
139	286
140	256
141	220
142	187
143	127
144	121
145	86
146	87
147	42
148	41
149	35
150	15
151	18
152	19
153	7
154	5
155	2
156	4
157	1
158	2
159	0
160	1
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
